,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.07,2025-05-31 23:29:09,1.9938,1.9727,0.0003,0.5839
1,0.14,-,1.6953,2.6119,0.000299,0.6413
2,0.21,-,1.6805,1.4614,0.000299,0.6315
3,0.28,-,1.6868,1.9008,0.000298,0.6153
4,0.35,-,1.7153,1.487,0.000298,0.6134
5,0.42,-,1.5938,1.4181,0.000298,0.6407
6,0.49,-,1.5091,1.676,0.000297,0.6469
7,0.56,-,1.5999,1.6922,0.000297,0.6478
8,0.63,-,1.539,1.472,0.000296,0.6407
9,0.7,-,1.463,2.0088,0.000296,0.655
10,0.77,-,1.479,1.9769,0.000295,0.6439
11,0.84,-,1.4455,2.298,0.000295,0.6535
12,0.91,-,1.4659,1.5898,0.000295,0.6595
13,0.98,-,1.5507,1.8477,0.000294,0.6477
14,1.05,2025-05-31 23:43:10,1.0443,1.0687,0.000294,0.733
15,1.12,-,0.9638,1.5854,0.000293,0.7748
16,1.19,-,0.8068,1.5374,0.000293,0.7777
17,1.26,-,0.9425,1.451,0.000292,0.7631
18,1.33,-,0.9185,1.9403,0.000292,0.7536
19,1.4,-,0.9479,1.7049,0.000292,0.765
20,1.47,-,0.9841,1.3745,0.000291,0.7603
21,1.54,-,0.8418,1.5997,0.000291,0.7799
22,1.61,-,0.9301,2.8991,0.00029,0.7788
23,1.68,-,1.0093,1.4842,0.00029,0.7399
24,1.75,-,0.9803,2.4137,0.00029,0.7553
25,1.82,-,0.8999,1.6055,0.000289,0.7702
26,1.89,-,0.9828,1.5309,0.000289,0.7523
27,1.96,-,0.9522,2.1861,0.000288,0.763
28,2.03,2025-05-31 23:53:18,0.8675,1.9811,0.000288,0.785
29,2.1,-,0.514,2.8309,0.000287,0.8581
30,2.17,-,0.5276,1.1535,0.000287,0.8621
31,2.24,-,0.6176,2.5126,0.000287,0.8307
32,2.31,-,0.5541,3.1128,0.000286,0.8528
33,2.38,-,0.5379,1.9468,0.000286,0.8525
34,2.45,-,0.6049,1.9519,0.000285,0.834
35,2.52,-,0.6936,1.3242,0.000285,0.8204
36,2.59,-,0.5026,2.1298,0.000284,0.86
37,2.66,-,0.5929,1.6478,0.000284,0.8431
38,2.73,-,0.5464,1.5366,0.000284,0.8349
39,2.8,-,0.5186,1.4337,0.000283,0.8688
40,2.87,-,0.5919,3.1086,0.000283,0.8289
