,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.06,2025-06-27 17:20:39,2.0929,10.4765,0.000298,0.5839
1,0.13,-,1.9131,13.1096,0.000296,0.5864
2,0.19,-,1.7968,11.4703,0.000294,0.6182
3,0.25,-,1.7464,8.8255,0.000292,0.6225
4,0.32,-,1.6651,9.5465,0.000291,0.6265
5,0.38,-,1.7437,11.3203,0.000289,0.6049
6,0.44,-,2.6809,8.527,0.000287,0.5139
7,0.51,-,1.6634,8.4534,0.000285,0.6347
8,0.57,-,1.7481,17.073,0.000283,0.6211
9,0.63,-,1.6742,8.3138,0.000281,0.6345
10,0.7,-,1.6247,8.9011,0.000279,0.6388
11,0.76,-,1.6709,11.6524,0.000277,0.6493
12,0.82,-,1.4793,8.4513,0.000275,0.6736
13,0.89,-,1.7388,7.5611,0.000274,0.6015
14,0.95,-,1.577,9.5037,0.000272,0.6506
15,1.01,2025-06-27 17:32:29,1.3596,9.9881,0.00027,0.6879
16,1.08,-,0.9264,11.9699,0.000268,0.7721
17,1.14,-,0.9172,6.9711,0.000266,0.7602
18,1.2,-,0.8829,11.0055,0.000264,0.7814
19,1.27,-,0.9438,5.403,0.000262,0.7492
20,1.33,-,0.9388,5.8809,0.00026,0.7536
21,1.39,-,0.967,5.9203,0.000258,0.7625
22,1.46,-,0.8814,6.0846,0.000256,0.7692
23,1.52,-,0.9321,6.609,0.000255,0.7633
24,1.58,-,0.8904,5.6358,0.000253,0.7626
25,1.65,-,1.0626,5.5317,0.000251,0.7464
26,1.71,-,0.8954,5.3855,0.000249,0.7779
27,1.77,-,0.8862,5.1727,0.000247,0.771
28,1.84,-,1.0756,3.7641,0.000245,0.7371
29,1.9,-,0.9198,7.7143,0.000243,0.7739
30,1.96,-,1.0287,11.9981,0.000241,0.748
31,2.03,2025-06-27 17:46:04,0.7626,4.1549,0.000239,0.808
32,2.09,-,0.4475,4.1242,0.000237,0.871
33,2.15,-,0.4933,4.756,0.000236,0.8716
34,2.22,-,0.5365,3.2374,0.000234,0.8552
35,2.28,-,0.5277,5.4512,0.000232,0.8522
36,2.34,-,0.5159,5.2716,0.00023,0.8535
37,2.41,-,0.5121,6.0942,0.000228,0.8482
38,2.47,-,0.5123,4.5651,0.000226,0.8628
39,2.53,-,0.5165,4.4034,0.000224,0.8607
40,2.59,-,0.5963,5.6119,0.000222,0.8363
41,2.66,-,0.551,8.845,0.00022,0.8605
42,2.72,-,0.5417,5.3167,0.000218,0.8403
