epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.1788932979106903,0.9525,381,0,19,0,1.0,0.9525,0.9756722151088347,0.8683519823179997
1,0.16799959540367126,0.95,375,5,14,6,0.984251968503937,0.9640102827763496,0.974025974025974,0.847769028871391
2,0.16682127118110657,0.945,367,11,8,14,0.963254593175853,0.9786666666666667,0.9708994708994709,0.890040060781876
3,0.1583314687013626,0.95,380,0,19,1,0.9973753280839895,0.9523809523809523,0.9743589743589743,0.9118662798729107
4,0.14036428928375244,0.885,338,16,3,43,0.8871391076115486,0.9912023460410557,0.9362880886426593,0.9074457798038403
5,0.13615599274635315,0.895,341,17,2,40,0.89501312335958,0.9941690962099126,0.941988950276243,0.9285812957590829
6,0.12850221991539001,0.9325,356,17,2,25,0.9343832020997376,0.994413407821229,0.9634641407307172,0.9294101395220333
7,0.12932522594928741,0.9125,348,17,2,33,0.9133858267716536,0.9942857142857143,0.9521203830369357,0.9372841552700649
8,0.1280929446220398,0.9125,348,17,2,33,0.9133858267716536,0.9942857142857143,0.9521203830369357,0.9363171708799558
9,0.1287556290626526,0.9025,344,17,2,37,0.9028871391076115,0.9942196531791907,0.9463548830811553,0.9364553115071141
10,0.1287556290626526,0.9025,344,17,2,37,0.9028871391076115,0.9942196531791907,0.9463548830811553,0.9364553115071141
11,0.12913277745246887,0.8875,338,17,2,43,0.8871391076115486,0.9941176470588236,0.9375866851595007,0.9359027489984805
12,0.1275653839111328,0.91,347,17,2,34,0.910761154855643,0.994269340974212,0.9506849315068493,0.9375604365243818
13,0.12296456843614578,0.925,353,17,2,28,0.926509186351706,0.9943661971830986,0.9592391304347827,0.9356264677441637
14,0.12235886603593826,0.9425,362,15,4,19,0.9501312335958005,0.9890710382513661,0.9692101740294511,0.9400469678132339
15,0.12154509872198105,0.905,345,17,2,36,0.905511811023622,0.9942363112391931,0.9478021978021977,0.9414283740848184
16,0.11475777626037598,0.9475,362,17,2,19,0.9501312335958005,0.9945054945054945,0.9718120805369128,0.9465395772896809
17,0.11521027237176895,0.8975,342,17,2,39,0.8976377952755905,0.9941860465116279,0.9434482758620689,0.9378367177786987
18,0.12116112560033798,0.8625,328,17,2,53,0.8608923884514436,0.9939393939393939,0.9226441631504922,0.9320348114380439
19,0.1508452296257019,0.76,286,18,1,95,0.7506561679790026,0.9965156794425087,0.8562874251497006,0.9240226550628541
20,0.15984490513801575,0.665,248,18,1,133,0.6509186351706037,0.9959839357429718,0.7873015873015873,0.9367315927614311
21,0.13362611830234528,0.82,310,18,1,71,0.8136482939632546,0.9967845659163987,0.8959537572254335,0.9411520928305014
22,0.10776355862617493,0.9375,358,17,2,23,0.9396325459317585,0.9944444444444445,0.9662618083670715,0.943776764746512
23,0.10940460115671158,0.9375,359,16,3,22,0.9422572178477691,0.9917127071823204,0.9663526244952894,0.9424644287885067
24,0.11352057009935379,0.88,334,18,1,47,0.8766404199475065,0.9970149253731343,0.9329608938547486,0.9443293272551457
25,0.10781815648078918,0.91,346,18,1,35,0.9081364829396326,0.9971181556195965,0.9505494505494505,0.9455725928995717
