epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.6698822379112244,0.565,211,15,172,2,0.9906103286384976,0.5509138381201044,0.7080536912751678,0.7607391227938038
1,0.5192113518714905,0.74,159,137,50,54,0.7464788732394366,0.7607655502392344,0.7535545023696683,0.8228264417162512
2,0.4786442220211029,0.7775,181,130,57,32,0.8497652582159625,0.7605042016806722,0.8026607538802661,0.856644322261555
3,0.48284927010536194,0.77,134,174,13,79,0.6291079812206573,0.9115646258503401,0.7444444444444445,0.8828048504933342
4,0.41070762276649475,0.8175,179,148,39,34,0.8403755868544601,0.8211009174311926,0.8306264501160092,0.8928221736838141
5,0.38666704297065735,0.815,185,141,46,28,0.8685446009389671,0.8008658008658008,0.8333333333333333,0.9129070322110918
6,0.3555033504962921,0.8325,182,151,36,31,0.8544600938967136,0.8348623853211009,0.8445475638051044,0.9212673545730713
7,0.3293130695819855,0.8625,185,160,27,28,0.8685446009389671,0.8726415094339622,0.8705882352941177,0.9336446486405061
8,0.32548266649246216,0.86,180,164,23,33,0.8450704225352113,0.8866995073891626,0.8653846153846154,0.9344229369084381
9,0.32450321316719055,0.86,179,165,22,34,0.8403755868544601,0.8905472636815921,0.8647342995169083,0.9354773919811202
10,0.32450321316719055,0.86,179,165,22,34,0.8403755868544601,0.8905472636815921,0.8647342995169083,0.9354773919811202
11,0.32299062609672546,0.8625,179,166,21,34,0.8403755868544601,0.895,0.8668280871670703,0.9361050438100976
12,0.32211998105049133,0.8625,178,167,20,35,0.8356807511737089,0.898989898989899,0.8661800486618005,0.9370339685169842
13,0.3153580129146576,0.8725,180,169,18,33,0.8450704225352113,0.9090909090909091,0.8759124087591241,0.9408751977103261
14,0.3001779019832611,0.87,187,161,26,26,0.8779342723004695,0.8779342723004695,0.8779342723004695,0.9447917451231452
15,0.2857210338115692,0.87,187,161,26,26,0.8779342723004695,0.8779342723004695,0.8779342723004695,0.9501393387060331
16,0.278560608625412,0.9,188,172,15,25,0.8826291079812206,0.9261083743842364,0.9038461538461537,0.9541814164846476
17,0.25697675347328186,0.8875,190,165,22,23,0.892018779342723,0.8962264150943396,0.8941176470588236,0.9600562376038764
18,0.2377297282218933,0.905,199,163,24,14,0.9342723004694836,0.8923766816143498,0.9128440366972477,0.9662323316010143
19,0.24042503535747528,0.9,199,161,26,14,0.9342723004694836,0.8844444444444445,0.9086757990867581,0.9647510732846276
20,0.2538902461528778,0.9075,186,177,10,27,0.8732394366197183,0.9489795918367347,0.9095354523227384,0.9658557405036279
21,0.24783551692962646,0.885,189,165,22,24,0.8873239436619719,0.8957345971563981,0.8915094339622641,0.9648012854309457
22,0.2116473913192749,0.92,202,166,21,11,0.9483568075117371,0.905829596412556,0.926605504587156,0.9733373503050388
23,0.22705700993537903,0.92,194,174,13,19,0.9107981220657277,0.9371980676328503,0.9238095238095239,0.9715297130375837
24,0.21473222970962524,0.91,195,169,18,18,0.9154929577464789,0.9154929577464789,0.9154929577464789,0.9735633049634707
25,0.2130550593137741,0.9125,200,165,22,13,0.9389671361502347,0.9009009009009009,0.9195402298850575,0.9738143656950616
26,0.21496720612049103,0.9125,198,167,20,15,0.9295774647887324,0.908256880733945,0.9187935034802784,0.9739901082071754
27,0.21516108512878418,0.9225,198,171,16,15,0.9295774647887324,0.9252336448598131,0.9274004683840749,0.974919032914062
28,0.2204851657152176,0.9225,196,173,14,17,0.92018779342723,0.9333333333333333,0.9267139479905437,0.9748186086214256
29,0.2212168127298355,0.9225,196,173,14,17,0.92018779342723,0.9333333333333333,0.9267139479905437,0.9745424418166755
30,0.22121667861938477,0.9225,196,173,14,17,0.92018779342723,0.9333333333333333,0.9267139479905437,0.9745424418166755
31,0.22159647941589355,0.92,196,172,15,17,0.92018779342723,0.9289099526066351,0.9245283018867925,0.9745675478898346
32,0.22510679066181183,0.92,195,173,14,18,0.9154929577464789,0.9330143540669856,0.9241706161137441,0.9743666993045618
33,0.22373636066913605,0.9125,194,171,16,19,0.9107981220657277,0.9238095238095239,0.91725768321513,0.9745675478898345
34,0.23461554944515228,0.9175,193,174,13,20,0.9061032863849765,0.9368932038834952,0.9212410501193318,0.9746177600361529
35,0.2303854078054428,0.9225,198,171,16,15,0.9295774647887324,0.9252336448598131,0.9274004683840749,0.973362456378198
36,0.2669495642185211,0.905,187,175,12,26,0.8779342723004695,0.9396984924623115,0.9077669902912621,0.9708267429891291
37,0.23394696414470673,0.9225,196,173,14,17,0.92018779342723,0.9333333333333333,0.9267139479905437,0.9718058798423339
38,0.22935554385185242,0.915,195,171,16,18,0.9154929577464789,0.9241706161137441,0.9198113207547169,0.9735884110366297
39,0.2352258861064911,0.9175,194,173,14,19,0.9107981220657277,0.9326923076923077,0.9216152019002376,0.9727850166955386
40,0.28142789006233215,0.895,200,158,29,13,0.9389671361502347,0.8733624454148472,0.9049773755656109,0.9670106198689463
41,0.25475791096687317,0.9075,192,171,16,21,0.9014084507042254,0.9230769230769231,0.9121140142517815,0.971856091988652
42,0.33770838379859924,0.9,180,180,7,33,0.8450704225352113,0.9625668449197861,0.9,0.9718058798423338
