,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.09,2025-05-13 21:00:01,2.7207,0.3988,0.000299,0.429
1,0.18,-,1.2735,0.3798,0.000297,0.7049
2,0.26,-,0.794,0.3289,0.000296,0.8159
3,0.35,-,0.5589,0.7054,0.000295,0.8471
4,0.44,-,0.4264,0.2337,0.000294,0.8997
5,0.53,-,0.3736,0.2929,0.000292,0.9055
6,0.61,-,0.2328,0.4337,0.000291,0.9531
7,0.7,-,0.2801,0.3965,0.00029,0.9033
8,0.79,-,0.3081,0.1439,0.000288,0.9204
9,0.88,-,0.2072,0.4925,0.000287,0.9189
10,0.96,-,0.2516,0.3086,0.000286,0.9321
11,1.05,2025-05-13 21:01:14,0.1832,0.2148,0.000284,0.9402
12,1.14,-,0.1542,0.2625,0.000283,0.9555
13,1.23,-,0.1954,0.2315,0.000282,0.9443
14,1.32,-,0.2612,0.3605,0.00028,0.9213
15,1.4,-,0.1906,0.206,0.000279,0.9468
16,1.49,-,0.1934,0.5837,0.000278,0.9389
17,1.58,-,0.2188,0.2525,0.000276,0.9267
18,1.67,-,0.1895,0.3152,0.000275,0.9513
19,1.75,-,0.0617,0.1697,0.000274,0.9804
20,1.84,-,0.1264,0.2485,0.000272,0.9585
21,1.93,-,0.109,0.4736,0.000271,0.9658
22,2.02,2025-05-13 21:02:31,0.127,0.2956,0.00027,0.9645
23,2.11,-,0.0437,0.1507,0.000269,0.9853
24,2.19,-,0.0502,0.348,0.000267,0.98
25,2.28,-,0.0825,0.7127,0.000266,0.975
26,2.37,-,0.0902,1.1514,0.000265,0.9687
27,2.46,-,0.092,0.1514,0.000263,0.9673
28,2.54,-,0.0792,0.3773,0.000262,0.9811
29,2.63,-,0.1279,0.0945,0.000261,0.9669
30,2.72,-,0.0627,0.4748,0.000259,0.984
31,2.81,-,0.0403,0.0997,0.000258,0.9875
32,2.89,-,0.1049,0.2382,0.000257,0.9756
33,2.98,-,0.0738,0.6101,0.000255,0.9753
34,3.07,2025-05-13 21:04:08,0.0691,0.3429,0.000254,0.9831
35,3.16,-,0.0303,0.0178,0.000253,0.9879
36,3.25,-,0.0388,0.6499,0.000251,0.9838
37,3.33,-,0.0518,0.3114,0.00025,0.9819
38,3.42,-,0.0282,0.0343,0.000249,0.9954
39,3.51,-,0.007,0.0283,0.000247,0.9971
40,3.6,-,0.0392,0.0874,0.000246,0.9835
41,3.68,-,0.0479,0.0241,0.000245,0.9875
42,3.77,-,0.0258,0.2373,0.000244,0.994
43,3.86,-,0.0168,0.387,0.000242,0.997
44,3.95,-,0.0629,0.2679,0.000241,0.9832
45,4.04,2025-05-13 21:05:37,0.0086,0.0269,0.00024,1.0
46,4.12,-,0.0049,0.1412,0.000238,1.0
47,4.21,-,0.0225,0.4682,0.000237,0.9924
48,4.3,-,0.0419,0.2834,0.000236,0.9879
49,4.39,-,0.0321,0.1204,0.000234,0.9916
50,4.47,-,0.0248,0.1798,0.000233,0.9927
51,4.56,-,0.0297,0.697,0.000232,0.9874
52,4.65,-,0.0308,0.1584,0.00023,0.9922
53,4.74,-,0.0284,0.0226,0.000229,0.9885
54,4.82,-,0.0239,0.0064,0.000228,0.989
55,4.91,-,0.0241,0.1956,0.000226,0.9957
56,5.0,-,0.0476,0.173,0.000225,0.9898
57,5.09,2025-05-13 21:07:01,0.0114,0.3468,0.000224,0.9978
58,5.18,-,0.0042,0.0029,0.000222,1.0
59,5.26,-,0.0107,0.0431,0.000221,0.9948
60,5.35,-,0.0033,0.0213,0.00022,1.0
61,5.44,-,0.0046,0.0322,0.000219,1.0
62,5.53,-,0.0061,0.0307,0.000217,0.9975
63,5.61,-,0.0023,0.036,0.000216,1.0
64,5.7,-,0.008,0.0017,0.000215,0.9975
65,5.79,-,0.0077,0.0073,0.000213,0.9978
66,5.88,-,0.0176,0.1266,0.000212,0.9957
67,5.96,-,0.0201,0.1038,0.000211,0.9971
68,6.05,2025-05-13 21:10:28,0.0015,0.0131,0.000209,1.0
69,6.14,-,0.0048,0.0352,0.000208,0.9974
70,6.23,-,0.003,0.0089,0.000207,1.0
71,6.32,-,0.0064,0.0067,0.000205,0.9976
72,6.4,-,0.001,0.0012,0.000204,1.0
73,6.49,-,0.0083,0.0108,0.000203,0.9972
74,6.58,-,0.0046,0.0029,0.000201,0.9971
75,6.67,-,0.0025,0.0807,0.0002,1.0
76,6.75,-,0.002,0.0034,0.000199,1.0
77,6.84,-,0.0119,0.533,0.000197,0.9953
78,6.93,-,0.0173,0.0554,0.000196,0.9976
79,7.02,2025-05-13 21:13:28,0.0028,0.0104,0.000195,1.0
80,7.11,-,0.0009,0.0107,0.000194,1.0
81,7.19,-,0.0023,0.0096,0.000192,1.0
82,7.28,-,0.0039,0.0005,0.000191,1.0
83,7.37,-,0.0087,0.0093,0.00019,0.9977
84,7.46,-,0.0084,0.0378,0.000188,0.998
85,7.54,-,0.0008,0.0148,0.000187,1.0
86,7.63,-,0.0014,0.0167,0.000186,1.0
87,7.72,-,0.006,0.3506,0.000184,0.9977
88,7.81,-,0.0083,0.0041,0.000183,0.9975
89,7.89,-,0.0015,0.0011,0.000182,1.0
90,7.98,-,0.002,0.0192,0.00018,1.0
91,8.07,2025-05-13 21:17:23,0.0013,0.0016,0.000179,1.0
92,8.16,-,0.0065,0.0045,0.000178,0.9977
93,8.25,-,0.0017,0.0001,0.000176,1.0
94,8.33,-,0.001,0.0049,0.000175,1.0
95,8.42,-,0.0039,0.0392,0.000174,0.9977
96,8.51,-,0.0007,0.0011,0.000172,1.0
97,8.6,-,0.0017,0.0032,0.000171,1.0
98,8.68,-,0.0006,0.0034,0.00017,1.0
99,8.77,-,0.0003,0.0004,0.000169,1.0
100,8.86,-,0.0004,0.004,0.000167,1.0
101,8.95,-,0.0003,0.0121,0.000166,1.0
102,9.04,2025-05-13 21:19:15,0.0005,0.0009,0.000165,1.0
103,9.12,-,0.0004,0.0025,0.000163,1.0
104,9.21,-,0.0005,0.0039,0.000162,1.0
105,9.3,-,0.0003,0.0051,0.000161,1.0
106,9.39,-,0.0002,0.003,0.000159,1.0
107,9.47,-,0.0003,0.0001,0.000158,1.0
108,9.56,-,0.0005,0.003,0.000157,1.0
109,9.65,-,0.0005,0.0016,0.000155,1.0
110,9.74,-,0.0109,0.0002,0.000154,0.9971
111,9.82,-,0.0004,0.0125,0.000153,1.0
112,9.91,-,0.0006,0.0091,0.000151,1.0
113,10.0,-,0.0005,0.0167,0.00015,1.0
114,10.09,2025-05-13 21:21:18,0.0007,0.0007,0.000149,1.0
115,10.18,-,0.0092,0.0026,0.000147,0.9971
116,10.26,-,0.0006,0.0028,0.000146,1.0
117,10.35,-,0.0032,0.0076,0.000145,0.9979
118,10.44,-,0.0003,0.0085,0.000144,1.0
119,10.53,-,0.0002,0.0026,0.000142,1.0
120,10.61,-,0.0002,0.001,0.000141,1.0
121,10.7,-,0.0002,0.004,0.00014,1.0
122,10.79,-,0.0002,0.0007,0.000138,1.0
123,10.88,-,0.0003,0.0018,0.000137,1.0
124,10.96,-,0.0002,0.001,0.000136,1.0
125,11.05,2025-05-13 21:23:54,0.0002,0.0018,0.000134,1.0
126,11.14,-,0.0001,0.0006,0.000133,1.0
127,11.23,-,0.0001,0.0012,0.000132,1.0
128,11.32,-,0.0002,0.0025,0.00013,1.0
129,11.4,-,0.0015,0.0024,0.000129,1.0
130,11.49,-,0.0003,0.0003,0.000128,1.0
131,11.58,-,0.0002,0.0032,0.000126,1.0
132,11.67,-,0.0002,0.0009,0.000125,1.0
133,11.75,-,0.0052,0.0038,0.000124,0.9977
134,11.84,-,0.0002,0.0007,0.000122,1.0
135,11.93,-,0.0001,0.0009,0.000121,1.0
136,12.02,2025-05-13 21:25:51,0.0001,0.0026,0.00012,1.0
137,12.11,-,0.0002,0.0044,0.000119,1.0
138,12.19,-,0.0002,0.0041,0.000117,1.0
139,12.28,-,0.0002,0.0018,0.000116,1.0
140,12.37,-,0.0002,0.0018,0.000115,1.0
141,12.46,-,0.0001,0.0026,0.000113,1.0
142,12.54,-,0.0001,0.0018,0.000112,1.0
143,12.63,-,0.0002,0.0021,0.000111,1.0
144,12.72,-,0.0015,0.0002,0.000109,1.0
145,12.81,-,0.0002,0.0023,0.000108,1.0
146,12.89,-,0.0048,0.0003,0.000107,0.9971
147,12.98,-,0.0001,0.0012,0.000105,1.0
148,13.07,2025-05-13 21:27:42,0.0001,0.0002,0.000104,1.0
149,13.16,-,0.0002,0.0019,0.000103,1.0
150,13.25,-,0.0002,0.0002,0.000101,1.0
151,13.33,-,0.0002,0.0015,0.0001,1.0
152,13.42,-,0.0013,0.0002,9.9e-05,1.0
153,13.51,-,0.0002,0.0044,9.7e-05,1.0
154,13.6,-,0.0002,0.0047,9.6e-05,1.0
155,13.68,-,0.0002,0.0037,9.5e-05,1.0
156,13.77,-,0.0001,0.0013,9.4e-05,1.0
157,13.86,-,0.0001,0.001,9.2e-05,1.0
158,13.95,-,0.0056,0.0003,9.1e-05,0.9975
159,14.04,2025-05-13 21:29:38,0.0001,0.0008,9e-05,1.0
160,14.12,-,0.0002,0.0014,8.8e-05,1.0
161,14.21,-,0.0001,0.0006,8.7e-05,1.0
162,14.3,-,0.0023,0.0014,8.6e-05,0.9977
163,14.39,-,0.0002,0.002,8.4e-05,1.0
164,14.47,-,0.0001,0.0013,8.3e-05,1.0
165,14.56,-,0.0001,0.0028,8.2e-05,1.0
166,14.65,-,0.0002,0.0013,8e-05,1.0
167,14.74,-,0.0001,0.0005,7.9e-05,1.0
168,14.82,-,0.0036,0.0017,7.8e-05,0.9971
169,14.91,-,0.0001,0.0009,7.6e-05,1.0
170,15.0,-,0.0002,0.0015,7.5e-05,1.0
171,15.09,2025-05-13 21:31:30,0.0002,0.0129,7.4e-05,1.0
172,15.18,-,0.0002,0.0031,7.3e-05,1.0
173,15.26,-,0.0001,0.0013,7.1e-05,1.0
174,15.35,-,0.0001,0.0038,7e-05,1.0
175,15.44,-,0.0001,0.0002,6.9e-05,1.0
176,15.53,-,0.0001,0.0019,6.7e-05,1.0
177,15.61,-,0.0013,0.0021,6.6e-05,1.0
178,15.7,-,0.0002,0.0013,6.5e-05,1.0
179,15.79,-,0.0001,0.0011,6.3e-05,1.0
180,15.88,-,0.0001,0.0008,6.2e-05,1.0
181,15.96,-,0.0055,0.0011,6.1e-05,0.9964
182,16.05,2025-05-13 21:33:13,0.0001,0.0001,5.9e-05,1.0
183,16.14,-,0.0001,0.0015,5.8e-05,1.0
184,16.23,-,0.0001,0.0019,5.7e-05,1.0
185,16.32,-,0.0001,0.0011,5.5e-05,1.0
186,16.4,-,0.0001,0.0029,5.4e-05,1.0
187,16.49,-,0.0001,0.0013,5.3e-05,1.0
188,16.58,-,0.0002,0.0006,5.1e-05,1.0
189,16.67,-,0.0032,0.0008,5e-05,0.9971
190,16.75,-,0.0001,0.0018,4.9e-05,1.0
191,16.84,-,0.0002,0.0002,4.7e-05,1.0
192,16.93,-,0.0023,0.0993,4.6e-05,0.9976
193,17.02,2025-05-13 21:34:43,0.0001,0.001,4.5e-05,1.0
194,17.11,-,0.0001,0.0009,4.4e-05,1.0
195,17.19,-,0.0001,0.0031,4.2e-05,1.0
196,17.28,-,0.0019,0.0003,4.1e-05,1.0
197,17.37,-,0.0001,0.0029,4e-05,1.0
198,17.46,-,0.0001,0.0016,3.8e-05,1.0
199,17.54,-,0.0001,0.0002,3.7e-05,1.0
200,17.63,-,0.0001,0.0006,3.6e-05,1.0
201,17.72,-,0.0001,0.0014,3.4e-05,1.0
202,17.81,-,0.0001,0.0012,3.3e-05,1.0
203,17.89,-,0.0001,0.0013,3.2e-05,1.0
204,17.98,-,0.0039,0.0009,3e-05,0.9971
205,18.07,2025-05-13 21:36:30,0.0001,0.0026,2.9e-05,1.0
206,18.16,-,0.0001,0.0018,2.8e-05,1.0
207,18.25,-,0.0001,0.0012,2.6e-05,1.0
208,18.33,-,0.0001,0.0007,2.5e-05,1.0
209,18.42,-,0.0001,0.0005,2.4e-05,1.0
