,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.27139', 'dropout_conv_later': '0.29494', 'dropout_fc': '0.41105', 'lr': '0.00006', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.2095
1,1,"{'dropout_conv_earlier': '0.17418', 'dropout_conv_later': '0.07201', 'dropout_fc': '0.26559', 'lr': '0.00136', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.2179
2,2,"{'dropout_conv_earlier': '0.17106', 'dropout_conv_later': '0.24160', 'dropout_fc': '0.26596', 'lr': '0.00139', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0812
3,3,"{'dropout_conv_earlier': '0.17772', 'dropout_conv_later': '0.13092', 'dropout_fc': '0.33859', 'lr': '0.00546', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0542
4,4,"{'dropout_conv_earlier': '0.20276', 'dropout_conv_later': '0.02284', 'dropout_fc': '0.05625', 'lr': '0.00010', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.2235
5,5,"{'dropout_conv_earlier': '0.29939', 'dropout_conv_later': '0.25864', 'dropout_fc': '0.49131', 'lr': '0.00064', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.2835
6,6,"{'dropout_conv_earlier': '0.29684', 'dropout_conv_later': '0.20464', 'dropout_fc': '0.00084', 'lr': '0.00015', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.3381
7,7,"{'dropout_conv_earlier': '0.02222', 'dropout_conv_later': '0.20001', 'dropout_fc': '0.35983', 'lr': '0.00012', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.2291
8,8,"{'dropout_conv_earlier': '0.12580', 'dropout_conv_later': '0.15119', 'dropout_fc': '0.36201', 'lr': '0.00251', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0702
9,9,"{'dropout_conv_earlier': '0.06148', 'dropout_conv_later': '0.14033', 'dropout_fc': '0.18554', 'lr': '0.00115', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.2518
10,10,"{'dropout_conv_earlier': '0.24252', 'dropout_conv_later': '0.20435', 'dropout_fc': '0.00980', 'lr': '0.00002', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.0702
11,11,"{'dropout_conv_earlier': '0.28478', 'dropout_conv_later': '0.27498', 'dropout_fc': '0.56352', 'lr': '0.00034', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.3166
12,12,"{'dropout_conv_earlier': '0.24560', 'dropout_conv_later': '0.29634', 'dropout_fc': '0.59533', 'lr': '0.00028', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.2374
13,13,"{'dropout_conv_earlier': '0.29664', 'dropout_conv_later': '0.22243', 'dropout_fc': '0.14768', 'lr': '0.00029', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.2364
14,14,"{'dropout_conv_earlier': '0.22930', 'dropout_conv_later': '0.17630', 'dropout_fc': '0.59421', 'lr': '0.00016', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.3185
