,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.08731', 'dropout_conv_later': '0.00311', 'dropout_fc': '0.46991', 'lr': '0.00025', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0941
1,1,"{'dropout_conv_earlier': '0.05252', 'dropout_conv_later': '0.16437', 'dropout_fc': '0.21190', 'lr': '0.00132', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0941
2,2,"{'dropout_conv_earlier': '0.18382', 'dropout_conv_later': '0.09198', 'dropout_fc': '0.53450', 'lr': '0.00006', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.0941
3,3,"{'dropout_conv_earlier': '0.20944', 'dropout_conv_later': '0.08714', 'dropout_fc': '0.30569', 'lr': '0.00087', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.0941
4,4,"{'dropout_conv_earlier': '0.09023', 'dropout_conv_later': '0.26120', 'dropout_fc': '0.10417', 'lr': '0.00244', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.0941
5,5,"{'dropout_conv_earlier': '0.15617', 'dropout_conv_later': '0.19421', 'dropout_fc': '0.36624', 'lr': '0.00005', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.0941
6,6,"{'dropout_conv_earlier': '0.07291', 'dropout_conv_later': '0.20602', 'dropout_fc': '0.12630', 'lr': '0.00148', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.0941
7,7,"{'dropout_conv_earlier': '0.23620', 'dropout_conv_later': '0.25666', 'dropout_fc': '0.32344', 'lr': '0.00158', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.0941
8,8,"{'dropout_conv_earlier': '0.21445', 'dropout_conv_later': '0.13361', 'dropout_fc': '0.45248', 'lr': '0.00004', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.0941
9,9,"{'dropout_conv_earlier': '0.19616', 'dropout_conv_later': '0.03423', 'dropout_fc': '0.27856', 'lr': '0.00004', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.0941
10,10,"{'dropout_conv_earlier': '0.29627', 'dropout_conv_later': '0.00130', 'dropout_fc': '0.59116', 'lr': '0.00020', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0941
11,11,"{'dropout_conv_earlier': '0.00044', 'dropout_conv_later': '0.15728', 'dropout_fc': '0.18520', 'lr': '0.00579', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0941
12,12,"{'dropout_conv_earlier': '0.07199', 'dropout_conv_later': '0.09378', 'dropout_fc': '0.02818', 'lr': '0.00025', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.0941
13,13,"{'dropout_conv_earlier': '0.01300', 'dropout_conv_later': '0.19895', 'dropout_fc': '0.41355', 'lr': '0.00056', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0941
14,14,"{'dropout_conv_earlier': '0.11790', 'dropout_conv_later': '0.04457', 'dropout_fc': '0.22642', 'lr': '0.00013', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0941
