,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.23111', 'dropout_conv_later': '0.05544', 'dropout_fc': '0.12823', 'lr': '0.00491', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.0597
1,1,"{'dropout_conv_earlier': '0.24880', 'dropout_conv_later': '0.06368', 'dropout_fc': '0.25275', 'lr': '0.00068', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.9782
2,2,"{'dropout_conv_earlier': '0.08937', 'dropout_conv_later': '0.26166', 'dropout_fc': '0.39360', 'lr': '0.00130', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.0935
3,3,"{'dropout_conv_earlier': '0.12216', 'dropout_conv_later': '0.26313', 'dropout_fc': '0.16281', 'lr': '0.00405', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.0727
4,4,"{'dropout_conv_earlier': '0.24686', 'dropout_conv_later': '0.25221', 'dropout_fc': '0.44208', 'lr': '0.00047', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.958
5,5,"{'dropout_conv_earlier': '0.23820', 'dropout_conv_later': '0.29253', 'dropout_fc': '0.55000', 'lr': '0.00007', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.9335
6,6,"{'dropout_conv_earlier': '0.24191', 'dropout_conv_later': '0.27393', 'dropout_fc': '0.56112', 'lr': '0.00013', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.9153
7,7,"{'dropout_conv_earlier': '0.12387', 'dropout_conv_later': '0.19427', 'dropout_fc': '0.43974', 'lr': '0.00026', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.979
8,8,"{'dropout_conv_earlier': '0.08584', 'dropout_conv_later': '0.26279', 'dropout_fc': '0.11718', 'lr': '0.00238', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0727
9,9,"{'dropout_conv_earlier': '0.05886', 'dropout_conv_later': '0.01945', 'dropout_fc': '0.16567', 'lr': '0.00487', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0727
10,10,"{'dropout_conv_earlier': '0.00880', 'dropout_conv_later': '0.17081', 'dropout_fc': '0.31847', 'lr': '0.00003', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.959
11,11,"{'dropout_conv_earlier': '0.17361', 'dropout_conv_later': '0.11663', 'dropout_fc': '0.27479', 'lr': '0.00043', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.9891
12,12,"{'dropout_conv_earlier': '0.18005', 'dropout_conv_later': '0.15543', 'dropout_fc': '0.44551', 'lr': '0.00019', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.9716
13,13,"{'dropout_conv_earlier': '0.15801', 'dropout_conv_later': '0.18727', 'dropout_fc': '0.28388', 'lr': '0.00027', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.7173
14,14,"{'dropout_conv_earlier': '0.29847', 'dropout_conv_later': '0.10037', 'dropout_fc': '0.04005', 'lr': '0.00095', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.979
