,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.17097', 'dropout_conv_later': '0.04489', 'dropout_fc': '0.09002', 'lr': '0.00061', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.4639
1,1,"{'dropout_conv_earlier': '0.03012', 'dropout_conv_later': '0.01308', 'dropout_fc': '0.26425', 'lr': '0.00098', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.1015
2,2,"{'dropout_conv_earlier': '0.10274', 'dropout_conv_later': '0.27917', 'dropout_fc': '0.42099', 'lr': '0.00007', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.4584
3,3,"{'dropout_conv_earlier': '0.25159', 'dropout_conv_later': '0.26340', 'dropout_fc': '0.43829', 'lr': '0.00005', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.1015
4,4,"{'dropout_conv_earlier': '0.09306', 'dropout_conv_later': '0.01661', 'dropout_fc': '0.57464', 'lr': '0.00004', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4647
5,5,"{'dropout_conv_earlier': '0.24183', 'dropout_conv_later': '0.25029', 'dropout_fc': '0.42309', 'lr': '0.00002', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.1015
6,6,"{'dropout_conv_earlier': '0.06858', 'dropout_conv_later': '0.05977', 'dropout_fc': '0.46982', 'lr': '0.00013', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.4539
7,7,"{'dropout_conv_earlier': '0.18406', 'dropout_conv_later': '0.08173', 'dropout_fc': '0.51746', 'lr': '0.00004', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.4597
8,8,"{'dropout_conv_earlier': '0.20607', 'dropout_conv_later': '0.28052', 'dropout_fc': '0.21945', 'lr': '0.00003', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.1015
9,9,"{'dropout_conv_earlier': '0.17584', 'dropout_conv_later': '0.10580', 'dropout_fc': '0.29291', 'lr': '0.00031', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.1015
10,10,"{'dropout_conv_earlier': '0.00130', 'dropout_conv_later': '0.17095', 'dropout_fc': '0.59908', 'lr': '0.00521', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.1015
11,11,"{'dropout_conv_earlier': '0.12515', 'dropout_conv_later': '0.00262', 'dropout_fc': '0.02540', 'lr': '0.00087', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.1015
12,12,"{'dropout_conv_earlier': '0.08962', 'dropout_conv_later': '0.15013', 'dropout_fc': '0.10560', 'lr': '0.00044', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.1015
13,13,"{'dropout_conv_earlier': '0.12417', 'dropout_conv_later': '0.04087', 'dropout_fc': '0.14530', 'lr': '0.00217', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.1015
14,14,"{'dropout_conv_earlier': '0.15198', 'dropout_conv_later': '0.10484', 'dropout_fc': '0.35016', 'lr': '0.00021', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.1015
