,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.02975', 'dropout_conv_later': '0.04935', 'dropout_fc': '0.37778', 'lr': '0.00044', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0822
1,1,"{'dropout_conv_earlier': '0.11262', 'dropout_conv_later': '0.08826', 'dropout_fc': '0.02550', 'lr': '0.00009', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4104
2,2,"{'dropout_conv_earlier': '0.19309', 'dropout_conv_later': '0.05233', 'dropout_fc': '0.01963', 'lr': '0.00215', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.0822
3,3,"{'dropout_conv_earlier': '0.17417', 'dropout_conv_later': '0.20461', 'dropout_fc': '0.53443', 'lr': '0.00057', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.4465
4,4,"{'dropout_conv_earlier': '0.02284', 'dropout_conv_later': '0.05989', 'dropout_fc': '0.56619', 'lr': '0.00005', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.3891
5,5,"{'dropout_conv_earlier': '0.23408', 'dropout_conv_later': '0.25782', 'dropout_fc': '0.26502', 'lr': '0.00143', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0822
6,6,"{'dropout_conv_earlier': '0.28011', 'dropout_conv_later': '0.21547', 'dropout_fc': '0.53067', 'lr': '0.00144', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.0822
7,7,"{'dropout_conv_earlier': '0.00363', 'dropout_conv_later': '0.07683', 'dropout_fc': '0.46286', 'lr': '0.00141', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.2743
8,8,"{'dropout_conv_earlier': '0.26229', 'dropout_conv_later': '0.08881', 'dropout_fc': '0.08433', 'lr': '0.00007', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.2125
9,9,"{'dropout_conv_earlier': '0.05135', 'dropout_conv_later': '0.10869', 'dropout_fc': '0.30744', 'lr': '0.00167', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.0822
10,10,"{'dropout_conv_earlier': '0.13799', 'dropout_conv_later': '0.17882', 'dropout_fc': '0.21529', 'lr': '0.00026', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.288
11,11,"{'dropout_conv_earlier': '0.11421', 'dropout_conv_later': '0.14836', 'dropout_fc': '0.14579', 'lr': '0.00013', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.32
12,12,"{'dropout_conv_earlier': '0.08306', 'dropout_conv_later': '0.00167', 'dropout_fc': '0.39758', 'lr': '0.00049', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.2801
13,13,"{'dropout_conv_earlier': '0.17834', 'dropout_conv_later': '0.28839', 'dropout_fc': '0.00782', 'lr': '0.00018', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.2811
14,14,"{'dropout_conv_earlier': '0.18974', 'dropout_conv_later': '0.15444', 'dropout_fc': '0.16586', 'lr': '0.00002', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.0822
