,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.00916', 'dropout_conv_later': '0.27174', 'dropout_fc': '0.04949', 'lr': '0.00005', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.6284
1,1,"{'dropout_conv_earlier': '0.18711', 'dropout_conv_later': '0.22973', 'dropout_fc': '0.44694', 'lr': '0.00014', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.4642
2,2,"{'dropout_conv_earlier': '0.01706', 'dropout_conv_later': '0.26730', 'dropout_fc': '0.15556', 'lr': '0.00270', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0895
3,3,"{'dropout_conv_earlier': '0.11333', 'dropout_conv_later': '0.14492', 'dropout_fc': '0.52053', 'lr': '0.00003', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.596
4,4,"{'dropout_conv_earlier': '0.17910', 'dropout_conv_later': '0.06658', 'dropout_fc': '0.19838', 'lr': '0.00168', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.0895
5,5,"{'dropout_conv_earlier': '0.00032', 'dropout_conv_later': '0.28031', 'dropout_fc': '0.48425', 'lr': '0.00003', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.0895
6,6,"{'dropout_conv_earlier': '0.21667', 'dropout_conv_later': '0.19624', 'dropout_fc': '0.47298', 'lr': '0.00120', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0895
7,7,"{'dropout_conv_earlier': '0.27788', 'dropout_conv_later': '0.20494', 'dropout_fc': '0.39354', 'lr': '0.00200', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.0895
8,8,"{'dropout_conv_earlier': '0.26953', 'dropout_conv_later': '0.11615', 'dropout_fc': '0.49733', 'lr': '0.00018', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.5717
9,9,"{'dropout_conv_earlier': '0.09133', 'dropout_conv_later': '0.01913', 'dropout_fc': '0.24709', 'lr': '0.00084', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.2639
10,10,"{'dropout_conv_earlier': '0.06376', 'dropout_conv_later': '0.27918', 'dropout_fc': '0.01537', 'lr': '0.00009', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4576
11,11,"{'dropout_conv_earlier': '0.10780', 'dropout_conv_later': '0.13960', 'dropout_fc': '0.58295', 'lr': '0.00002', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.0895
12,12,"{'dropout_conv_earlier': '0.13182', 'dropout_conv_later': '0.10288', 'dropout_fc': '0.00433', 'lr': '0.00006', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.383
13,13,"{'dropout_conv_earlier': '0.05257', 'dropout_conv_later': '0.17416', 'dropout_fc': '0.11474', 'lr': '0.00040', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.2685
14,14,"{'dropout_conv_earlier': '0.04464', 'dropout_conv_later': '0.07040', 'dropout_fc': '0.33542', 'lr': '0.00005', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.5716
