,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.04071', 'dropout_conv_later': '0.20349', 'dropout_fc': '0.33257', 'lr': '0.00222', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0947
1,1,"{'dropout_conv_earlier': '0.02542', 'dropout_conv_later': '0.12259', 'dropout_fc': '0.24713', 'lr': '0.00153', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.0736
2,2,"{'dropout_conv_earlier': '0.00168', 'dropout_conv_later': '0.16771', 'dropout_fc': '0.26902', 'lr': '0.00165', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.3685
3,3,"{'dropout_conv_earlier': '0.08342', 'dropout_conv_later': '0.28863', 'dropout_fc': '0.11462', 'lr': '0.00003', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.306
4,4,"{'dropout_conv_earlier': '0.17652', 'dropout_conv_later': '0.10286', 'dropout_fc': '0.31905', 'lr': '0.00004', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.3289
5,5,"{'dropout_conv_earlier': '0.17833', 'dropout_conv_later': '0.04965', 'dropout_fc': '0.59455', 'lr': '0.00206', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.1713
6,6,"{'dropout_conv_earlier': '0.12402', 'dropout_conv_later': '0.29546', 'dropout_fc': '0.14009', 'lr': '0.00293', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0707
7,7,"{'dropout_conv_earlier': '0.18275', 'dropout_conv_later': '0.03519', 'dropout_fc': '0.51020', 'lr': '0.00005', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.3233
8,8,"{'dropout_conv_earlier': '0.28768', 'dropout_conv_later': '0.17430', 'dropout_fc': '0.21218', 'lr': '0.00008', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.2873
9,9,"{'dropout_conv_earlier': '0.01909', 'dropout_conv_later': '0.19474', 'dropout_fc': '0.38288', 'lr': '0.00062', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.3483
10,10,"{'dropout_conv_earlier': '0.25175', 'dropout_conv_later': '0.23502', 'dropout_fc': '0.00383', 'lr': '0.00019', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.364
11,11,"{'dropout_conv_earlier': '0.26367', 'dropout_conv_later': '0.22164', 'dropout_fc': '0.01435', 'lr': '0.00019', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.3234
12,12,"{'dropout_conv_earlier': '0.24298', 'dropout_conv_later': '0.24384', 'dropout_fc': '0.00500', 'lr': '0.00042', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.3152
13,13,"{'dropout_conv_earlier': '0.22512', 'dropout_conv_later': '0.13878', 'dropout_fc': '0.44557', 'lr': '0.00021', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.3888
14,14,"{'dropout_conv_earlier': '0.12390', 'dropout_conv_later': '0.13769', 'dropout_fc': '0.42860', 'lr': '0.00568', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0765
