,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.28383', 'dropout_conv_later': '0.11917', 'dropout_fc': '0.22830', 'lr': '0.00083', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.7801
1,1,"{'dropout_conv_earlier': '0.08287', 'dropout_conv_later': '0.03648', 'dropout_fc': '0.17022', 'lr': '0.00005', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.7592
2,2,"{'dropout_conv_earlier': '0.00694', 'dropout_conv_later': '0.22763', 'dropout_fc': '0.26502', 'lr': '0.00076', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.6584
3,3,"{'dropout_conv_earlier': '0.29316', 'dropout_conv_later': '0.12218', 'dropout_fc': '0.50459', 'lr': '0.00023', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.7778
4,4,"{'dropout_conv_earlier': '0.27286', 'dropout_conv_later': '0.24037', 'dropout_fc': '0.49753', 'lr': '0.00010', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.7748
5,5,"{'dropout_conv_earlier': '0.20555', 'dropout_conv_later': '0.22739', 'dropout_fc': '0.56412', 'lr': '0.00003', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.8028
6,6,"{'dropout_conv_earlier': '0.02981', 'dropout_conv_later': '0.02132', 'dropout_fc': '0.44515', 'lr': '0.00003', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.7154
7,7,"{'dropout_conv_earlier': '0.13598', 'dropout_conv_later': '0.05354', 'dropout_fc': '0.16912', 'lr': '0.00004', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.7579
8,8,"{'dropout_conv_earlier': '0.01709', 'dropout_conv_later': '0.20765', 'dropout_fc': '0.27123', 'lr': '0.00180', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.1139
9,9,"{'dropout_conv_earlier': '0.14658', 'dropout_conv_later': '0.02979', 'dropout_fc': '0.32335', 'lr': '0.00008', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.7963
10,10,"{'dropout_conv_earlier': '0.21610', 'dropout_conv_later': '0.29429', 'dropout_fc': '0.59351', 'lr': '0.00520', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.0624
11,11,"{'dropout_conv_earlier': '0.19120', 'dropout_conv_later': '0.18317', 'dropout_fc': '0.37774', 'lr': '0.00012', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.7464
12,12,"{'dropout_conv_earlier': '0.14809', 'dropout_conv_later': '0.08431', 'dropout_fc': '0.00227', 'lr': '0.00002', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.7795
13,13,"{'dropout_conv_earlier': '0.21375', 'dropout_conv_later': '0.17785', 'dropout_fc': '0.35943', 'lr': '0.00009', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.7497
14,14,"{'dropout_conv_earlier': '0.10412', 'dropout_conv_later': '0.25844', 'dropout_fc': '0.58098', 'lr': '0.00025', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.7659
