,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.16089', 'dropout_conv_later': '0.05147', 'dropout_fc': '0.11495', 'lr': '0.00011', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.9242
1,1,"{'dropout_conv_earlier': '0.24927', 'dropout_conv_later': '0.14171', 'dropout_fc': '0.04492', 'lr': '0.00064', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.9538
2,2,"{'dropout_conv_earlier': '0.19191', 'dropout_conv_later': '0.11771', 'dropout_fc': '0.34044', 'lr': '0.00011', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.9533
3,3,"{'dropout_conv_earlier': '0.18327', 'dropout_conv_later': '0.14507', 'dropout_fc': '0.52363', 'lr': '0.00479', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.0691
4,4,"{'dropout_conv_earlier': '0.27630', 'dropout_conv_later': '0.22231', 'dropout_fc': '0.12985', 'lr': '0.00012', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.9472
5,5,"{'dropout_conv_earlier': '0.22935', 'dropout_conv_later': '0.10291', 'dropout_fc': '0.54058', 'lr': '0.00032', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_95'}",0.1
6,6,"{'dropout_conv_earlier': '0.05209', 'dropout_conv_later': '0.09090', 'dropout_fc': '0.40545', 'lr': '0.00063', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.9629
7,7,"{'dropout_conv_earlier': '0.03361', 'dropout_conv_later': '0.09918', 'dropout_fc': '0.06860', 'lr': '0.00084', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.982
8,8,"{'dropout_conv_earlier': '0.28655', 'dropout_conv_later': '0.16292', 'dropout_fc': '0.36960', 'lr': '0.00419', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_90'}",0.0582
9,9,"{'dropout_conv_earlier': '0.12452', 'dropout_conv_later': '0.00598', 'dropout_fc': '0.15444', 'lr': '0.00417', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.0691
10,10,"{'dropout_conv_earlier': '0.00172', 'dropout_conv_later': '0.29675', 'dropout_fc': '0.23285', 'lr': '0.00002', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.9185
11,11,"{'dropout_conv_earlier': '0.03868', 'dropout_conv_later': '0.06422', 'dropout_fc': '0.40854', 'lr': '0.00097', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.1785
12,12,"{'dropout_conv_earlier': '0.08440', 'dropout_conv_later': '0.19332', 'dropout_fc': '0.25068', 'lr': '0.00105', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.0913
13,13,"{'dropout_conv_earlier': '0.07277', 'dropout_conv_later': '0.07242', 'dropout_fc': '0.45242', 'lr': '0.00188', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.1302
14,14,"{'dropout_conv_earlier': '0.00195', 'dropout_conv_later': '0.01094', 'dropout_fc': '0.59822', 'lr': '0.00034', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.6575
