,trial_no,hps,macro_f1_score
0,0,"{'dropout_conv_earlier': '0.16448', 'dropout_conv_later': '0.05021', 'dropout_fc': '0.38073', 'lr': '0.00248', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'cosine'}",0.0694
1,1,"{'dropout_conv_earlier': '0.29487', 'dropout_conv_later': '0.17558', 'dropout_fc': '0.40136', 'lr': '0.00222', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.1867
2,2,"{'dropout_conv_earlier': '0.19407', 'dropout_conv_later': '0.02444', 'dropout_fc': '0.11064', 'lr': '0.00010', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.2981
3,3,"{'dropout_conv_earlier': '0.17333', 'dropout_conv_later': '0.05074', 'dropout_fc': '0.39115', 'lr': '0.00024', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.3629
4,4,"{'dropout_conv_earlier': '0.19095', 'dropout_conv_later': '0.27104', 'dropout_fc': '0.24005', 'lr': '0.00454', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'cosine'}",0.0694
5,5,"{'dropout_conv_earlier': '0.15705', 'dropout_conv_later': '0.16199', 'dropout_fc': '0.14887', 'lr': '0.00006', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.3764
6,6,"{'dropout_conv_earlier': '0.11316', 'dropout_conv_later': '0.19912', 'dropout_fc': '0.53974', 'lr': '0.00042', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_98'}",0.535
7,7,"{'dropout_conv_earlier': '0.21902', 'dropout_conv_later': '0.06038', 'dropout_fc': '0.01383', 'lr': '0.00052', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4287
8,8,"{'dropout_conv_earlier': '0.05447', 'dropout_conv_later': '0.17161', 'dropout_fc': '0.25965', 'lr': '0.00445', 'activation_func': 'relu', 'optimizer': 'adamw', 'scheduler': 'exp_80'}",0.0694
9,9,"{'dropout_conv_earlier': '0.14159', 'dropout_conv_later': '0.16193', 'dropout_fc': '0.36118', 'lr': '0.00187', 'activation_func': 'relu', 'optimizer': 'adam', 'scheduler': 'exp_80'}",0.3273
10,10,"{'dropout_conv_earlier': '0.00913', 'dropout_conv_later': '0.26830', 'dropout_fc': '0.59230', 'lr': '0.00002', 'activation_func': 'leaky_relu', 'optimizer': 'adam', 'scheduler': 'exp_95'}",0.3292
11,11,"{'dropout_conv_earlier': '0.26660', 'dropout_conv_later': '0.10262', 'dropout_fc': '0.01359', 'lr': '0.00056', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.3391
12,12,"{'dropout_conv_earlier': '0.10495', 'dropout_conv_later': '0.22772', 'dropout_fc': '0.58278', 'lr': '0.00056', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4655
13,13,"{'dropout_conv_earlier': '0.09120', 'dropout_conv_later': '0.22012', 'dropout_fc': '0.59112', 'lr': '0.00023', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_98'}",0.4881
14,14,"{'dropout_conv_earlier': '0.08864', 'dropout_conv_later': '0.22195', 'dropout_fc': '0.49775', 'lr': '0.00020', 'activation_func': 'leaky_relu', 'optimizer': 'adamw', 'scheduler': 'exp_90'}",0.3404
