,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.04,2025-07-30 12:16:41,2.0086,2.3599,0.000296,0.5837
1,0.08,-,1.9482,2.73,0.000292,0.5905
2,0.12,-,1.6959,1.7963,0.000288,0.6275
3,0.17,-,1.6459,2.0445,0.000284,0.6512
4,0.21,-,1.4798,1.3378,0.00028,0.7032
5,0.25,-,1.5914,1.2933,0.000275,0.6428
6,0.29,-,1.4202,1.5049,0.000271,0.6808
7,0.33,-,1.6189,1.6562,0.000267,0.6483
8,0.37,-,1.656,1.7003,0.000263,0.6363
9,0.41,-,1.6467,1.08,0.000259,0.6462
10,0.46,-,1.7087,2.8403,0.000255,0.637
11,0.5,-,1.7085,1.5285,0.000251,0.6306
12,0.54,-,1.5775,0.9866,0.000246,0.6568
13,0.58,-,1.3909,1.1317,0.000242,0.6614
14,0.62,-,1.7141,2.1659,0.000238,0.6185
15,0.66,-,1.5798,0.7966,0.000234,0.6512
16,0.7,-,1.5167,1.4966,0.00023,0.6743
17,0.75,-,1.5759,1.5767,0.000226,0.6559
18,0.79,-,1.4011,1.3951,0.000222,0.6842
19,0.83,-,1.2854,1.511,0.000217,0.6861
20,0.87,-,1.4643,1.5109,0.000213,0.6526
21,0.91,-,1.3907,1.5222,0.000209,0.6611
22,0.95,-,1.3333,1.115,0.000205,0.673
23,0.99,-,1.5393,0.8964,0.000201,0.6599
24,1.04,2025-07-30 12:36:49,1.1107,1.3142,0.000197,0.7173
25,1.08,-,0.9772,0.924,0.000193,0.7362
26,1.12,-,0.8583,1.5028,0.000188,0.7663
27,1.16,-,0.8998,1.5159,0.000184,0.7558
28,1.2,-,1.0979,1.386,0.00018,0.7079
29,1.24,-,1.049,1.5067,0.000176,0.7194
30,1.28,-,0.9052,0.7781,0.000172,0.7543
31,1.33,-,0.9064,1.086,0.000168,0.7567
32,1.37,-,0.9658,1.7593,0.000164,0.7567
33,1.41,-,0.872,1.3257,0.000159,0.7615
34,1.45,-,0.8547,1.517,0.000155,0.7666
35,1.49,-,1.0439,1.3958,0.000151,0.731
36,1.53,-,0.904,1.7495,0.000147,0.7678
37,1.57,-,0.9573,0.7837,0.000143,0.7393
38,1.61,-,0.9745,0.9833,0.000139,0.7472
39,1.66,-,0.9442,1.1476,0.000135,0.7175
40,1.7,-,0.9304,0.7011,0.00013,0.7458
41,1.74,-,0.8215,1.011,0.000126,0.7895
42,1.78,-,0.9208,0.9532,0.000122,0.7507
43,1.82,-,1.0387,1.2276,0.000118,0.7533
44,1.86,-,0.9824,0.9076,0.000114,0.7227
45,1.9,-,0.9737,0.6905,0.00011,0.7414
46,1.95,-,0.9359,0.917,0.000106,0.7367
47,1.99,-,0.9227,1.4686,0.000101,0.7549
48,2.03,2025-07-30 12:50:28,0.5918,1.1612,9.7e-05,0.8216
49,2.07,-,0.5594,0.9288,9.3e-05,0.8315
50,2.11,-,0.5231,3.2025,8.9e-05,0.8534
51,2.15,-,0.4007,3.1176,8.5e-05,0.8781
52,2.19,-,0.4733,1.3317,8.1e-05,0.8607
53,2.24,-,0.4976,1.671,7.7e-05,0.8526
54,2.28,-,0.4461,1.2382,7.2e-05,0.8709
55,2.32,-,0.5565,2.2016,6.8e-05,0.8259
56,2.36,-,0.5804,1.0658,6.4e-05,0.8207
57,2.4,-,0.5338,1.5644,6e-05,0.8262
58,2.44,-,0.5408,0.5437,5.6e-05,0.8412
59,2.48,-,0.5961,1.0707,5.2e-05,0.8259
60,2.53,-,0.4858,1.3344,4.8e-05,0.848
61,2.57,-,0.5546,1.6588,4.3e-05,0.8199
62,2.61,-,0.5088,1.0765,3.9e-05,0.8462
63,2.65,-,0.4648,1.1864,3.5e-05,0.8466
64,2.69,-,0.5413,1.217,3.1e-05,0.8097
65,2.73,-,0.4629,1.8002,2.7e-05,0.8618
66,2.77,-,0.4903,1.3434,2.3e-05,0.8548
67,2.82,-,0.4285,0.9019,1.9e-05,0.8653
68,2.86,-,0.5148,0.9831,1.4e-05,0.86
69,2.9,-,0.4386,0.9106,1e-05,0.8613
70,2.94,-,0.5094,1.0107,6e-06,0.8598
71,2.98,-,0.4614,5.7376,2e-06,0.8301
