,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.04,2025-07-30 19:35:20,2.1419,3.6707,0.000299,0.5704
1,0.08,-,1.8193,1.516,0.000299,0.6047
2,0.12,-,1.727,2.9136,0.000298,0.6261
3,0.17,-,1.7761,1.8203,0.000298,0.6338
4,0.21,-,1.4652,1.8812,0.000297,0.6683
5,0.25,-,1.6743,1.3528,0.000296,0.6406
6,0.29,-,1.67,1.1009,0.000296,0.638
7,0.33,-,1.6542,1.4141,0.000295,0.6422
8,0.37,-,1.6207,2.666,0.000294,0.6089
9,0.41,-,1.5401,1.4995,0.000294,0.6586
10,0.46,-,1.6091,1.0338,0.000293,0.6658
11,0.5,-,1.606,1.6488,0.000293,0.643
12,0.54,-,1.553,1.3493,0.000292,0.6715
13,0.58,-,1.6517,1.53,0.000291,0.6329
14,0.62,-,1.6021,1.4771,0.000291,0.6498
15,0.66,-,1.565,1.5428,0.00029,0.6457
16,0.7,-,1.4465,1.5265,0.000289,0.6567
17,0.75,-,1.4422,1.4987,0.000289,0.682
18,0.79,-,1.6569,2.2867,0.000288,0.6633
19,0.83,-,1.4898,1.2317,0.000288,0.6453
20,0.87,-,1.3934,2.0836,0.000287,0.6708
21,0.91,-,1.4761,2.055,0.000286,0.6654
22,0.95,-,1.5684,1.847,0.000286,0.659
23,0.99,-,1.3675,1.3947,0.000285,0.6893
24,1.04,2025-07-30 19:54:12,1.084,1.3236,0.000285,0.7415
25,1.08,-,1.2427,1.8066,0.000284,0.7122
26,1.12,-,1.0875,1.3258,0.000283,0.7363
27,1.16,-,1.1895,1.5247,0.000283,0.7126
28,1.2,-,1.0222,0.5923,0.000282,0.7344
29,1.24,-,0.9399,1.4318,0.000281,0.7448
30,1.28,-,1.256,1.0821,0.000281,0.704
31,1.33,-,1.1104,1.4376,0.00028,0.7113
32,1.37,-,1.0543,1.6109,0.00028,0.724
33,1.41,-,1.0788,1.1747,0.000279,0.7316
34,1.45,-,1.0694,1.7526,0.000278,0.7327
35,1.49,-,1.0243,1.2971,0.000278,0.7327
36,1.53,-,1.0931,2.6063,0.000277,0.7155
37,1.57,-,1.1205,2.206,0.000276,0.6982
38,1.61,-,1.0959,1.3691,0.000276,0.7202
39,1.66,-,1.0973,1.6672,0.000275,0.7187
40,1.7,-,1.1085,0.7737,0.000275,0.7249
41,1.74,-,1.0254,2.7842,0.000274,0.7473
42,1.78,-,1.0543,2.7196,0.000273,0.7083
43,1.82,-,1.0767,1.2351,0.000273,0.7286
44,1.86,-,1.2833,1.1085,0.000272,0.6898
45,1.9,-,1.065,1.2626,0.000271,0.7169
46,1.95,-,1.1179,1.5819,0.000271,0.7027
47,1.99,-,1.0251,2.0439,0.00027,0.6991
48,2.03,2025-07-30 20:07:32,0.715,0.7741,0.00027,0.8024
49,2.07,-,0.6956,1.8824,0.000269,0.7925
50,2.11,-,0.7221,0.9789,0.000268,0.7887
