,task_id,func_name,text1,text2,result,inference_time,timestamp
0,01_unnecessary_prints,get_prob,"logger.info(""3335555"")",,-0.52860737,0.359,1790181691.249
1,01_unnecessary_prints,get_prob,print(IMPORT_NUM),,-0.7094075,0.047,1790181691.296
2,01_unnecessary_prints,get_prob,print(imported_value),,-0.48739514,0.031,1790181691.327
3,01_unnecessary_prints,get_prob,"logger.warning(""server error detected"")",,-0.7355471,0.031,1790181691.359
4,01_unnecessary_prints,get_prob,"logger.error(""server fault"")",,-0.45889947,0.031,1790181691.39
5,01_unnecessary_prints,get_prob,"logger.info(""info"")",,-0.19274196,0.031,1790181691.421
6,01_unnecessary_prints,get_prob,"logger.debug(""debug"")",,0.18780169,0.031,1790181691.468
7,01_unnecessary_prints,get_prob,logger.debug('debug test'),,-0.28549838,0.031,1790181691.499
8,01_unnecessary_prints,get_prob,"logger.critical(""CRITICAL ERROR DETECTED !!"")",,-0.749455,0.031,1790181691.531
9,01_unnecessary_prints,get_prob,print('test'),,0.34492132,0.031,1790181691.562
10,01_unnecessary_prints,get_prob,"print(""testing ..."")",,0.20595294,0.031,1790181691.593
11,01_unnecessary_prints,get_prob,print(1),,-0.43988934,0.031,1790181691.64
12,01_unnecessary_prints,get_prob,print(logger),,-0.66491604,0.031,1790181691.671
13,01_unnecessary_prints,get_prob,print(2 + len(str(logger))),,-0.72236633,0.031,1790181691.702
14,01_unnecessary_prints,get_prob,print('ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd more than line length 120 ========================='),,0.11565838,0.031,1790181691.734
15,01_unnecessary_prints,get_prob,"print(without_type_hint(2025, 113, 'REBEL HEART'))",,-0.5885381,0.031,1790181691.765
16,01_unnecessary_prints,get_prob,"print(with_type_hint(2025, 113, 'REBEL HEART'))",,-0.569056,0.031,1790181691.812
17,01_unnecessary_prints,get_prob,print(1234),,-0.5461873,0.031,1790181691.843
18,01_unnecessary_prints,get_prob,print(5678),,-0.39737236,0.031,1790181691.874
19,01_unnecessary_prints,get_prob,print(sum([p for p in primes if p >= 10])),,-1.343423,0.031,1790181691.906
20,01_unnecessary_prints,get_prob,print(max([p for p in primes if p % 3 == 2])),,-0.8730098,0.047,1790181691.952
21,01_unnecessary_prints,get_prob,print(min([p for p in primes if p % 3 == 1])),,-1.1617146,0.031,1790181691.984
22,01_unnecessary_prints,get_prob,print(all([p % 2 == 1 for p in primes])),,-0.7380794,0.031,1790181692.015
