img_path,final_score
final_recommend_score/diagrams_for_test/test_diagram_00.png,4.999999999999999
final_recommend_score/diagrams_for_test/test_diagram_01.png,5.000000000000001
final_recommend_score/diagrams_for_test/test_diagram_02.png,4.881478242871478
final_recommend_score/diagrams_for_test/test_diagram_03.png,4.707924633567639
final_recommend_score/diagrams_for_test/test_diagram_04.png,3.409078233073951
final_recommend_score/diagrams_for_test/test_diagram_05.png,4.618298070839191
final_recommend_score/diagrams_for_test/test_diagram_06.png,1.1033136137130055
final_recommend_score/diagrams_for_test/test_diagram_07.png,1.0
final_recommend_score/diagrams_for_test/test_diagram_08.png,1.5444097242782888
final_recommend_score/diagrams_for_test/test_diagram_09.png,0.1543249888005631
final_recommend_score/diagrams_for_test/test_diagram_10.png,0.0
final_recommend_score/diagrams_for_test/test_diagram_11.png,1.918097122451728
