epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.09134270250797272,0.9575,354,29,10,7,0.9806094182825484,0.9725274725274725,0.976551724137931,0.9823140848071595
1,0.08993370085954666,0.965,358,28,11,3,0.9916897506925207,0.9701897018970189,0.9808219178082191,0.9833795013850416
2,0.08945097774267197,0.9625,357,28,11,4,0.9889196675900277,0.970108695652174,0.9794238683127572,0.9833084736131827
3,0.0861341655254364,0.9625,357,28,11,4,0.9889196675900277,0.970108695652174,0.9794238683127572,0.9848710845940762
4,0.08741281181573868,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9850131401377938
5,0.08687323331832886,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9850131401377938
6,0.08680452406406403,0.96,357,27,12,4,0.9889196675900277,0.967479674796748,0.978082191780822,0.9850131401377938
7,0.08660893887281418,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9850841679096526
8,0.08640395849943161,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9852972512252289
9,0.08639969676733017,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9852972512252289
10,0.08639967441558838,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9852972512252289
11,0.08637307584285736,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9852972512252289
12,0.08655000478029251,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9853682789970878
13,0.08580958098173141,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9853682789970878
14,0.08565831184387207,0.9625,358,27,12,3,0.9916897506925207,0.9675675675675676,0.9794801641586868,0.9855813623126642
15,0.08619321882724762,0.965,360,26,13,1,0.997229916897507,0.9651474530831099,0.9809264305177112,0.9859365011719582
16,0.0840684324502945,0.9625,357,28,11,4,0.9889196675900277,0.970108695652174,0.9794238683127572,0.9858654734000994
17,0.08332431316375732,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9867178066624049
18,0.0823158472776413,0.965,356,30,9,5,0.9861495844875346,0.9753424657534246,0.9807162534435262,0.9870019177498403
19,0.08604001998901367,0.9625,360,25,14,1,0.997229916897507,0.9625668449197861,0.9795918367346939,0.9880673343277221
20,0.08482367545366287,0.9625,359,26,13,2,0.9944598337950139,0.9650537634408602,0.9795361527967259,0.9874280843809929
21,0.08328337222337723,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9871439732935577
22,0.0808265283703804,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9878542510121457
23,0.0810762420296669,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9879963065558633
24,0.08187533915042877,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9890617231337453
25,0.0816304162144661,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9887776120463101
26,0.08100729435682297,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9886355565025925
27,0.08129511028528214,0.965,359,27,12,2,0.9944598337950139,0.967654986522911,0.9808743169398908,0.9884935009588749
