epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.12820610404014587,0.9525,350,31,8,11,0.9695290858725761,0.9776536312849162,0.9735744089012518,0.967824419347965
1,0.12503884732723236,0.945,355,23,16,6,0.9833795013850416,0.9568733153638814,0.9699453551912569,0.9691739470132822
2,0.11946974694728851,0.955,351,31,8,10,0.9722991689750693,0.9777158774373259,0.975,0.9700262802755878
3,0.11755756288766861,0.9475,353,26,13,8,0.9778393351800554,0.9644808743169399,0.9711141678129298,0.9701683358193055
4,0.11687660962343216,0.9425,351,26,13,10,0.9722991689750693,0.9642857142857143,0.9682758620689655,0.9700262802755878
5,0.11645893007516861,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9704524469067406
6,0.11611854285001755,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.971020669081611
7,0.11559780687093735,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9713047801690462
8,0.11522849649190903,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9713047801690461
9,0.1151500940322876,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9713047801690461
10,0.1151500940322876,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9713047801690461
11,0.11501136422157288,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9714468357127638
12,0.11479650437831879,0.9475,352,27,12,9,0.9750692520775623,0.967032967032967,0.9710344827586206,0.9714468357127637
13,0.11473868787288666,0.945,352,26,13,9,0.9750692520775623,0.9643835616438357,0.9696969696969697,0.9712337523971873
14,0.11447570472955704,0.95,352,28,11,9,0.9750692520775623,0.9696969696969697,0.9723756906077349,0.9712337523971873
15,0.11416055262088776,0.9475,352,27,12,9,0.9750692520775623,0.967032967032967,0.9710344827586206,0.97165991902834
16,0.11371415108442307,0.955,351,31,8,10,0.9722991689750693,0.9777158774373259,0.975,0.9718730023439164
17,0.11298175901174545,0.9575,351,32,7,10,0.9722991689750693,0.9804469273743017,0.9763560500695412,0.9726543078343632
18,0.11190292984247208,0.9525,352,29,10,9,0.9750692520775623,0.9723756906077348,0.9737206085753803,0.9731515022373748
19,0.11044500768184662,0.9525,353,28,11,8,0.9778393351800554,0.9697802197802198,0.9737931034482759,0.9736486966403863
20,0.11060211807489395,0.955,354,28,11,7,0.9806094182825484,0.9698630136986301,0.9752066115702479,0.9740038354996803
21,0.10909322649240494,0.9575,354,29,10,7,0.9806094182825484,0.9725274725274725,0.976551724137931,0.9751402798494211
22,0.10787615180015564,0.9575,352,31,8,9,0.9750692520775623,0.9777777777777777,0.9764216366158113,0.9752823353931387
23,0.1078084334731102,0.9575,355,28,11,6,0.9833795013850416,0.9699453551912568,0.9766162310866575,0.9755664464805739
24,0.10937713086605072,0.9575,355,28,11,6,0.9833795013850416,0.9699453551912568,0.9766162310866575,0.9752113076212799
25,0.10773002356290817,0.96,355,29,10,6,0.9833795013850416,0.9726027397260274,0.977961432506887,0.975495418708715
26,0.10737795382738113,0.96,354,30,9,7,0.9806094182825484,0.9752066115702479,0.9779005524861879,0.9754243909368563
27,0.10735683888196945,0.9575,352,31,8,9,0.9750692520775623,0.9777777777777777,0.9764216366158113,0.9758505575680091
28,0.10724934190511703,0.9575,353,30,9,8,0.9778393351800554,0.9751381215469613,0.9764868603042877,0.9759926131117267
29,0.10725758969783783,0.9575,353,30,9,8,0.9778393351800554,0.9751381215469613,0.9764868603042877,0.9759926131117267
30,0.10725761204957962,0.9575,353,30,9,8,0.9778393351800554,0.9751381215469613,0.9764868603042877,0.9759926131117267
31,0.10729030519723892,0.9575,353,30,9,8,0.9778393351800554,0.9751381215469613,0.9764868603042877,0.975921585339868
32,0.10713192820549011,0.9575,352,31,8,9,0.9750692520775623,0.9777777777777777,0.9764216366158113,0.9761346686554443
33,0.10689297318458557,0.9575,352,31,8,9,0.9750692520775623,0.9777777777777777,0.9764216366158113,0.9759926131117267
34,0.1065281331539154,0.96,355,29,10,6,0.9833795013850416,0.9726027397260274,0.977961432506887,0.9762767241991618
35,0.10598956793546677,0.96,354,30,9,7,0.9806094182825484,0.9752066115702479,0.9779005524861879,0.9766318630584558
36,0.10509267449378967,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.977271113005185
37,0.10670009255409241,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.976915974145891
38,0.10447261482477188,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9771290574614675
39,0.10530994087457657,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9774841963207614
40,0.10449156165122986,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9779103629519142
41,0.10443401336669922,0.9625,353,32,7,8,0.9778393351800554,0.9805555555555555,0.9791955617198337,0.9778393351800555
42,0.10328017175197601,0.965,354,32,7,7,0.9806094182825484,0.9806094182825484,0.9806094182825484,0.9787626962142197
43,0.1033410057425499,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9785496128986434
44,0.10106641799211502,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9800411961076781
45,0.10132976621389389,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9800411961076781
46,0.1011330708861351,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9802542794232546
47,0.10180453211069107,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9801122238795368
48,0.10192456096410751,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9799701683358193
49,0.1018831804394722,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9801122238795369
50,0.10188315808773041,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9801122238795369
51,0.10190597176551819,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9799701683358193
52,0.10208705812692642,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9798991405639604
53,0.10103492438793182,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9803963349669721
54,0.1008770763874054,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9803963349669721
55,0.10047971457242966,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9805383905106896
56,0.09843207150697708,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9813907237729952
57,0.09712103009223938,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.981816890404148
58,0.10038217902183533,0.97,355,33,6,6,0.9833795013850416,0.9833795013850416,0.9833795013850416,0.9813907237729953
59,0.09820209443569183,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9822430570353008
60,0.09869899600744247,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9821010014915832
61,0.09742061048746109,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.9826692236664535
62,0.09685135632753372,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.983237445841324
63,0.09743788838386536,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9830953902976064
64,0.09889057278633118,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9828112792101712
65,0.09788957983255386,0.965,355,31,8,6,0.9833795013850416,0.977961432506887,0.9806629834254145,0.98288230698203
66,0.09733983874320984,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9831664180694651
67,0.09677713364362717,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9830243625257475
68,0.09710206091403961,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9830243625257475
69,0.09708793461322784,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9830243625257475
70,0.09708791226148605,0.9675,355,32,7,6,0.9833795013850416,0.9806629834254144,0.9820193637621024,0.9830243625257475
