epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.20956772565841675,0.915,1,365,14,20,0.047619047619047616,0.06666666666666667,0.05555555555555555,0.5385098630481217
1,0.21806199848651886,0.9475,0,379,0,21,0.0,,,0.5736901620806634
2,0.2003035843372345,0.935,0,374,5,21,0.0,0.0,,0.6229425807262219
3,0.19349753856658936,0.92,9,359,20,12,0.42857142857142855,0.3103448275862069,0.36000000000000004,0.689659504962935
4,0.17029479146003723,0.9325,11,362,17,10,0.5238095238095238,0.39285714285714285,0.4489795918367347,0.759140595552205
5,0.15518873929977417,0.9375,11,364,15,10,0.5238095238095238,0.4230769230769231,0.4680851063829788,0.8129161955019475
6,0.14716489613056183,0.865,16,330,49,5,0.7619047619047619,0.24615384615384617,0.37209302325581395,0.8591531599447166
7,0.1430940330028534,0.9575,13,370,9,8,0.6190476190476191,0.5909090909090909,0.6046511627906977,0.860535243120995
8,0.1392212063074112,0.955,13,369,10,8,0.6190476190476191,0.5652173913043478,0.5909090909090909,0.8692046739540142
9,0.1373862326145172,0.95,14,366,13,7,0.6666666666666666,0.5185185185185185,0.5833333333333334,0.870712401055409
10,0.1373862773180008,0.95,14,366,13,7,0.6666666666666666,0.5185185185185185,0.5833333333333334,0.870712401055409
11,0.1358904391527176,0.945,14,364,15,7,0.6666666666666666,0.4827586206896552,0.56,0.8741047870335469
12,0.13386082649230957,0.9375,16,359,20,5,0.7619047619047619,0.4444444444444444,0.5614035087719298,0.8800100515140092
13,0.13995690643787384,0.97,13,375,4,8,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.8813921346902878
14,0.1307576596736908,0.975,14,376,3,7,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.9019977384093478
15,0.12157417088747025,0.9775,15,376,3,6,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.9232315617539891
16,0.10985294729471207,0.975,16,374,5,5,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.9473551953763035
