epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.13342060148715973,0.9475,356,23,16,5,0.9861495844875346,0.956989247311828,0.9713506139154161,0.9710206690816109
1,0.126917764544487,0.9475,356,23,16,5,0.9861495844875346,0.956989247311828,0.9713506139154161,0.9732225300092338
2,0.12418634444475174,0.9525,356,25,14,5,0.9861495844875346,0.9621621621621622,0.9740082079343366,0.9722281412032104
3,0.12153152376413345,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9713047801690461
4,0.12004216015338898,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9714468357127637
5,0.12018334865570068,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.971020669081611
6,0.12096235156059265,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9713047801690462
7,0.1208624318242073,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9708075857660345
8,0.12117741256952286,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9708786135378933
9,0.12104884535074234,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9708786135378933
10,0.12104883790016174,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9708786135378933
11,0.12094270437955856,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9711627246253285
12,0.1203361377120018,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9708075857660345
13,0.12063726037740707,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9706655302223169
14,0.12015117704868317,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9702393635911641
15,0.12144288420677185,0.9575,356,27,12,5,0.9861495844875346,0.967391304347826,0.9766803840877915,0.9706655302223169
16,0.11881527304649353,0.9575,354,29,10,7,0.9806094182825484,0.9725274725274725,0.976551724137931,0.9710916968534696
17,0.12016107141971588,0.96,356,28,11,5,0.9861495844875346,0.9700272479564033,0.978021978021978,0.9700973080474466
18,0.12305590510368347,0.96,357,27,12,4,0.9889196675900277,0.967479674796748,0.978082191780822,0.9698131969600113
19,0.11971508711576462,0.9625,355,30,9,6,0.9833795013850416,0.9752747252747253,0.9793103448275863,0.9702393635911641
20,0.11903949826955795,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.97165991902834
21,0.1245458573102951,0.9575,357,26,13,4,0.9889196675900277,0.9648648648648649,0.9767441860465117,0.9712337523971873
22,0.12016288191080093,0.965,356,30,9,5,0.9861495844875346,0.9753424657534246,0.9807162534435262,0.9705234746785993
23,0.1231188252568245,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9706655302223169
24,0.12282092124223709,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9705945024504581
25,0.12235100567340851,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.971375807940905
26,0.1219833716750145,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9717664606861284
27,0.12237955629825592,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9716599190283401
28,0.1225530207157135,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9715888912564813
29,0.12250638008117676,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9715888912564813
30,0.12250635772943497,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9715888912564813
31,0.12254440039396286,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9715888912564813
32,0.12287040799856186,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.9715178634846224
33,0.1227196678519249,0.9575,354,29,10,7,0.9806094182825484,0.9725274725274725,0.976551724137931,0.9712337523971873
34,0.12383571267127991,0.9575,354,29,10,7,0.9806094182825484,0.9725274725274725,0.976551724137931,0.9705234746785993
35,0.12399064004421234,0.965,357,29,10,4,0.9889196675900277,0.9727520435967303,0.9807692307692308,0.971020669081611
36,0.12463568150997162,0.9625,356,29,10,5,0.9861495844875346,0.9726775956284153,0.9793672627235213,0.9711627246253286
