epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.11655092239379883,0.9475,349,30,9,12,0.9667590027700831,0.9748603351955307,0.9707927677329623,0.971375807940905
1,0.11266783624887466,0.955,354,28,11,7,0.9806094182825484,0.9698630136986301,0.9752066115702479,0.9722991689750693
2,0.11060234159231186,0.9575,353,30,9,8,0.9778393351800554,0.9751381215469613,0.9764868603042877,0.9725832800625045
3,0.10982347279787064,0.96,353,31,8,8,0.9778393351800554,0.9778393351800554,0.9778393351800554,0.9731515022373748
4,0.10953250527381897,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9731515022373749
5,0.10957953333854675,0.96,354,30,9,7,0.9806094182825484,0.9752066115702479,0.9779005524861879,0.9732225300092336
6,0.10874030739068985,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9735776688685276
7,0.10820342600345612,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9735776688685276
8,0.10817771404981613,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9733645855529511
9,0.10811319947242737,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9733645855529511
10,0.10811316967010498,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9733645855529511
11,0.10806506872177124,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9734356133248101
12,0.1078541949391365,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9735776688685276
13,0.10782982409000397,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9735776688685276
14,0.10762215405702591,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9738617799559628
15,0.10682975500822067,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9740748632715391
16,0.1073206216096878,0.9625,354,31,8,7,0.9806094182825484,0.9779005524861878,0.979253112033195,0.9735066410966687
