epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.20448997616767883,0.95,0,380,0,20,0.0,,,0.4922368421052632
1,0.2003459483385086,0.8625,2,343,37,18,0.1,0.05128205128205128,0.06779661016949151,0.5996052631578948
2,0.17876659333705902,0.83,11,321,59,9,0.55,0.15714285714285714,0.24444444444444446,0.6834210526315789
3,0.16129200160503387,0.9625,9,376,4,11,0.45,0.6923076923076923,0.5454545454545455,0.7015789473684211
4,0.15075962245464325,0.97,10,378,2,10,0.5,0.8333333333333334,0.625,0.73
5,0.1307697594165802,0.9625,10,375,5,10,0.5,0.6666666666666666,0.5714285714285715,0.7760526315789473
6,0.12443351745605469,0.9225,12,357,23,8,0.6,0.34285714285714286,0.43636363636363634,0.7981578947368421
7,0.12496761977672577,0.9725,11,378,2,9,0.55,0.8461538461538461,0.6666666666666667,0.8034210526315789
8,0.11993899941444397,0.955,11,371,9,9,0.55,0.55,0.55,0.8109210526315789
9,0.11945374310016632,0.9475,11,368,12,9,0.55,0.4782608695652174,0.5116279069767442,0.8123684210526316
10,0.11945371329784393,0.9475,11,368,12,9,0.55,0.4782608695652174,0.5116279069767442,0.8123684210526316
11,0.11941985040903091,0.9525,11,370,10,9,0.55,0.5238095238095238,0.5365853658536585,0.8127631578947369
12,0.11756474524736404,0.9425,11,366,14,9,0.55,0.44,0.48888888888888893,0.8169736842105263
13,0.11675776541233063,0.96,11,373,7,9,0.55,0.6111111111111112,0.5789473684210527,0.8227631578947369
14,0.11504457890987396,0.9625,11,374,6,9,0.55,0.6470588235294118,0.5945945945945946,0.8325000000000001
15,0.10522458702325821,0.965,13,373,7,7,0.65,0.65,0.65,0.8438157894736842
16,0.10745614022016525,0.8975,15,344,36,5,0.75,0.29411764705882354,0.42253521126760557,0.859078947368421
17,0.10136251151561737,0.93,15,357,23,5,0.75,0.39473684210526316,0.5172413793103448,0.8728947368421053
18,0.10047993063926697,0.9675,13,374,6,7,0.65,0.6842105263157895,0.6666666666666667,0.8843421052631579
19,0.09038888663053513,0.9525,16,365,15,4,0.8,0.5161290322580645,0.6274509803921569,0.908157894736842
20,0.08733434230089188,0.965,15,371,9,5,0.75,0.625,0.6818181818181818,0.9336842105263157
21,0.09429393708705902,0.9425,16,361,19,4,0.8,0.45714285714285713,0.5818181818181818,0.9235526315789474
22,0.08926355838775635,0.9675,16,371,9,4,0.8,0.64,0.7111111111111111,0.9371052631578948
23,0.08824621886014938,0.97,15,373,7,5,0.75,0.6818181818181818,0.7142857142857143,0.9530263157894736
24,0.08804712444543839,0.97,16,372,8,4,0.8,0.6666666666666666,0.7272727272727272,0.9451315789473683
25,0.08815248310565948,0.97,16,372,8,4,0.8,0.6666666666666666,0.7272727272727272,0.9486842105263158
26,0.0885714665055275,0.9675,16,371,9,4,0.8,0.64,0.7111111111111111,0.9475
27,0.08785658329725266,0.97,16,372,8,4,0.8,0.6666666666666666,0.7272727272727272,0.950921052631579
28,0.08755923062562943,0.97,16,372,8,4,0.8,0.6666666666666666,0.7272727272727272,0.9497368421052632
