epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.20405292510986328,0.9475,0,379,0,21,0.0,,,0.5823595929136827
1,0.199362114071846,0.9425,3,374,5,18,0.14285714285714285,0.375,0.20689655172413796,0.6456841311722579
2,0.18102696537971497,0.9475,6,373,6,15,0.2857142857142857,0.5,0.36363636363636365,0.7390375675336098
3,0.1510004699230194,0.925,11,359,20,10,0.5238095238095238,0.3548387096774194,0.4230769230769231,0.7973363487875361
4,0.13948369026184082,0.9525,11,370,9,10,0.5238095238095238,0.55,0.5365853658536585,0.8330192235205428
5,0.12796033918857574,0.9625,12,373,6,9,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.8629224776982033
6,0.12723276019096375,0.9675,12,375,4,9,0.5714285714285714,0.75,0.6486486486486486,0.8802613393642418
7,0.11207155883312225,0.9,16,344,35,5,0.7619047619047619,0.3137254901960784,0.4444444444444444,0.8992335720567911
8,0.1062704473733902,0.9625,14,371,8,7,0.6666666666666666,0.6363636363636364,0.6511627906976744,0.8991079281316748
9,0.10514071583747864,0.9575,14,369,10,7,0.6666666666666666,0.5833333333333334,0.6222222222222222,0.9018720944842317
10,0.10514068603515625,0.9575,14,369,10,7,0.6666666666666666,0.5833333333333334,0.6222222222222222,0.9018720944842317
11,0.10449465364217758,0.955,14,368,11,7,0.6666666666666666,0.56,0.6086956521739131,0.9025003141098128
12,0.103353351354599,0.9425,14,363,16,7,0.6666666666666666,0.4666666666666667,0.5490196078431373,0.9075260711144615
13,0.10427097976207733,0.9675,14,373,6,7,0.6666666666666666,0.7,0.6829268292682926,0.9120492524186455
14,0.0961361974477768,0.965,14,372,7,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9234828496042217
15,0.09144146740436554,0.9675,14,373,6,7,0.6666666666666666,0.7,0.6829268292682926,0.9374293252921221
16,0.09148353338241577,0.975,14,376,3,7,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.9498680738786279
17,0.07705018669366837,0.9575,18,365,14,3,0.8571428571428571,0.5625,0.6792452830188678,0.9650709888176907
18,0.07216677069664001,0.9675,16,371,8,5,0.7619047619047619,0.6666666666666666,0.7111111111111111,0.975499434602337
19,0.06683383136987686,0.9675,17,370,9,4,0.8095238095238095,0.6538461538461539,0.7234042553191489,0.9846714411358211
20,0.067619688808918,0.97,16,372,7,5,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.986933031787913
21,0.06914935261011124,0.9775,16,375,4,5,0.7619047619047619,0.8,0.7804878048780488,0.9870586757130293
22,0.06774220615625381,0.965,19,367,12,2,0.9047619047619048,0.6129032258064516,0.7307692307692307,0.9852996607614022
23,0.06935320049524307,0.9625,18,367,12,3,0.8571428571428571,0.6,0.7058823529411764,0.986933031787913
24,0.06976817548274994,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9873099635632617
25,0.06976401060819626,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9860535243120996
26,0.0700644999742508,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9855509486116347
27,0.07142874598503113,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9861791682372157
28,0.07255610823631287,0.975,17,373,6,4,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.9863048121623319
29,0.07206933945417404,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9861791682372157
30,0.07206936925649643,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9861791682372157
31,0.07175770401954651,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9860535243120996
32,0.07190738618373871,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9852996607614022
33,0.07430580258369446,0.975,17,373,6,4,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.9855509486116347
34,0.07739288359880447,0.9725,16,373,6,5,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.985802236461867
35,0.07376504689455032,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9832893579595426
36,0.08008474856615067,0.9725,16,373,6,5,0.7619047619047619,0.7272727272727273,0.7441860465116279,0.9811534112325669
37,0.07608110457658768,0.9675,17,370,9,4,0.8095238095238095,0.6538461538461539,0.7234042553191489,0.9781379570297777
38,0.07333396375179291,0.97,17,371,8,4,0.8095238095238095,0.68,0.7391304347826089,0.9787661766553588
39,0.07695743441581726,0.975,17,373,6,4,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.9749968589018722
