epoch,val_loss,val_accuracy,tp,tn,fp,fn,val_recall,val_precision,val_f1_score,val_auroc
0,0.06673464924097061,0.955,370,12,3,15,0.961038961038961,0.9919571045576407,0.9762532981530343,0.9773160173160172
1,0.06397143751382828,0.9675,375,12,3,10,0.974025974025974,0.9920634920634921,0.9829619921363041,0.9797402597402598
2,0.06070203706622124,0.9625,372,13,2,13,0.9662337662337662,0.9946524064171123,0.9802371541501976,0.9802597402597403
3,0.058628782629966736,0.96,371,13,2,14,0.9636363636363636,0.9946380697050938,0.978891820580475,0.9818181818181819
4,0.057374488562345505,0.9625,372,13,2,13,0.9662337662337662,0.9946524064171123,0.9802371541501976,0.9840692640692641
5,0.05643780902028084,0.965,373,13,2,12,0.9688311688311688,0.9946666666666667,0.9815789473684211,0.9847619047619048
6,0.05566186457872391,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9849350649350649
7,0.05610770732164383,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619047
8,0.055997904390096664,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619048
9,0.055930640548467636,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619048
10,0.055930640548467636,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619048
11,0.055895961821079254,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619047
12,0.05550537630915642,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9847619047619048
13,0.05511315166950226,0.965,373,13,2,12,0.9688311688311688,0.9946666666666667,0.9815789473684211,0.9847619047619047
14,0.05481354147195816,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9851082251082252
15,0.05269221216440201,0.965,373,13,2,12,0.9688311688311688,0.9946666666666667,0.9815789473684211,0.9861471861471861
16,0.054110005497932434,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9852813852813853
17,0.053444985300302505,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9866666666666667
18,0.05114564299583435,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9871861471861472
19,0.05085773393511772,0.9725,376,13,2,9,0.9766233766233766,0.9947089947089947,0.9855832241153341,0.9887445887445888
20,0.051186349242925644,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9883982683982684
21,0.05196479707956314,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9880519480519481
22,0.051149677485227585,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9883982683982685
23,0.051222141832113266,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9883982683982685
24,0.05125139653682709,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9885714285714285
25,0.04974370449781418,0.965,373,13,2,12,0.9688311688311688,0.9946666666666667,0.9815789473684211,0.9887445887445888
26,0.04972020909190178,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9889177489177489
27,0.04951455444097519,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
28,0.049568723887205124,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
29,0.049601417034864426,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
30,0.04960142448544502,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
31,0.04961533844470978,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
32,0.04960915446281433,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9889177489177489
33,0.04864654317498207,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9890909090909091
34,0.04799669235944748,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9896103896103896
35,0.04827343299984932,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9892640692640692
36,0.047239940613508224,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9896103896103896
37,0.05042633041739464,0.975,377,13,2,8,0.9792207792207792,0.9947229551451188,0.9869109947643979,0.9894372294372294
38,0.0485171303153038,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9892640692640692
39,0.04956068471074104,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9890909090909091
40,0.04640986770391464,0.9725,376,13,2,9,0.9766233766233766,0.9947089947089947,0.9855832241153341,0.98995670995671
41,0.047486353665590286,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9903030303030304
42,0.048305612057447433,0.97,375,13,2,10,0.974025974025974,0.9946949602122016,0.984251968503937,0.9897835497835498
43,0.04546748846769333,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9908225108225107
44,0.04645270109176636,0.9675,374,13,2,11,0.9714285714285714,0.9946808510638298,0.9829172141918529,0.9901298701298701
