,epoch,batch_idx,eyes_corr,mouth_corr,pose_corr,eyes_mae,mouth_mae,pose_mae
0,0,0,0.16385587944265265,0.3938304731625763,0.48675542280643486,1.7193805652856813,0.8852349881157286,1.9519519729912287
1,0,20,0.711303215704894,0.2582142772834243,-0.03194043515471165,1.2211765091344704,0.8830012392848733,2.0260745298862464
2,0,40,-0.2229656067347198,0.25275235072446794,0.5681737882714593,1.9264000641554577,1.151503142267466,1.9048578217625625
3,0,60,0.028735095410800524,0.00026622300514118154,0.2761277461559236,1.7862958232313377,1.241580892801285,1.8764271965622907
4,0,80,0.3919259572894829,-0.438606044833815,-0.3322754305937055,1.5738751661777481,1.416499412864446,2.008977935701609
5,0,100,0.29728526489208434,-0.2838264831856208,0.4066435056481266,1.6606170078665006,1.1892997363209727,1.9406028065085417
6,0,120,0.18172990994379207,-0.33608620123002725,0.49586168701210837,1.8329219074398266,0.9670028524696831,1.9247159782052046
7,0,140,-0.5107604790769151,0.10167200839672297,0.48278154116429084,2.0937815992534143,0.9633979490026836,1.9374568176269538
8,0,160,0.7162163370312364,0.24420290017361201,0.2603271620175068,1.3143081020414815,1.040825172066689,1.8313009829260414
9,0,180,0.48802800378439615,-0.34935612993110937,-0.7083319355886815,1.454149804264306,1.2628494209796195,1.8485627339966602
10,0,200,-0.0817740750101778,0.18077293391100588,-0.1769200848965293,1.8797182059288011,0.9507434126287703,2.0501858299970634
11,0,220,0.059770733073229235,0.05173945310626326,-0.5382450662336397,1.8340012960657464,1.0967779221907263,2.0713837050795556
12,0,240,0.4468548348212964,0.7262452081056373,-0.4118546536534864,1.4754174075126636,0.560296517118812,1.94305815383792
13,0,260,0.5398749937419104,0.5609370801173623,-0.023116892002007436,1.5643243356496084,0.9299944742023949,1.9784874689579015
14,0,280,-0.25100189009221513,-0.49087632055324076,0.7502003201653288,1.8791179015859945,1.5388414328694335,1.9492970615625387
15,0,300,-0.3103629145516977,-0.5499638852807349,-0.021186748677466963,1.9479732070118172,1.3258633997589353,1.7349248606711631
16,0,320,-0.34759874908405053,0.0006723331740513796,-0.5981639894981209,1.9704380654096587,1.192856234788895,1.8017749292775995
17,0,340,-0.14994598640105655,0.29501533200336205,-0.8393639404889451,1.8857995882630332,0.8757849253565078,1.9904161294363445
18,0,360,-0.005057206289431409,-0.26535021576005763,0.1920269154911684,1.8015611979365331,1.280470769949258,1.900151312053204
19,0,380,-0.19319565576763484,-0.013652517587207234,-0.2859967963564147,1.8789139807969315,1.2171190241575247,1.8277833305858082
