,epoch,time,loss,grad_norm,learning_rate,mean_token_accuracy
0,0.08,2025-07-28 13:52:58,1.7891,2.476,0.000292,0.6434
1,0.16,-,1.5494,2.2896,0.000284,0.6455
2,0.24,-,1.4728,1.7413,0.000276,0.6679
3,0.32,-,1.3529,2.1987,0.000268,0.6986
4,0.4,-,1.4181,2.0087,0.00026,0.6772
5,0.48,-,1.1773,1.4288,0.000252,0.702
6,0.56,-,1.4,2.0564,0.000244,0.6858
7,0.65,-,1.3028,2.9413,0.000236,0.6897
8,0.73,-,1.1289,2.1589,0.000228,0.7321
9,0.81,-,1.1615,1.9359,0.00022,0.7135
10,0.89,-,1.1229,1.5656,0.000212,0.7402
11,0.97,-,1.0886,2.8255,0.000204,0.7136
12,1.05,2025-07-28 14:00:45,0.9098,1.7379,0.000196,0.7633
13,1.13,-,0.6916,1.6929,0.000187,0.8038
14,1.21,-,0.8125,1.2234,0.000179,0.7702
15,1.29,-,0.6241,1.1238,0.000171,0.8074
16,1.37,-,0.6585,1.2994,0.000163,0.7996
17,1.45,-,0.7242,1.3114,0.000155,0.8022
18,1.53,-,0.7098,2.0166,0.000147,0.7881
19,1.61,-,0.7638,1.0007,0.000139,0.7989
20,1.69,-,0.7249,1.3872,0.000131,0.7999
21,1.77,-,0.7148,1.352,0.000123,0.7878
22,1.85,-,0.5594,1.1331,0.000115,0.8363
23,1.94,-,0.8445,1.2092,0.000107,0.7858
24,2.02,2025-07-28 14:09:31,0.5374,0.8627,9.9e-05,0.8406
25,2.1,-,0.3691,1.0681,9.1e-05,0.8791
26,2.18,-,0.3871,1.1015,8.3e-05,0.8866
27,2.26,-,0.3335,0.8763,7.5e-05,0.889
28,2.34,-,0.2391,1.2955,6.7e-05,0.911
29,2.42,-,0.3479,0.9086,5.8e-05,0.8928
30,2.5,-,0.3726,1.9971,5e-05,0.8848
31,2.58,-,0.4204,1.4173,4.2e-05,0.8706
32,2.66,-,0.3111,1.2847,3.4e-05,0.898
33,2.74,-,0.2949,1.6447,2.6e-05,0.8936
34,2.82,-,0.3516,1.1621,1.8e-05,0.8932
35,2.9,-,0.2915,0.8845,1e-05,0.9102
36,2.98,-,0.3302,0.9521,2e-06,0.9012
